X12_LINE,Mammalia
X13_DNA,Theria
X13_LINE,Mammalia
X15_DNA,Mammalia
X15_LINE,Mammalia
X17_LINE,Mammalia
X18_DNA,Theria
X18_LINE,Mammalia
X19_LINE,Mammalia
X1_DNA,Eutheria
X1_LINE,Amniota
X1_LR,Mammalia
X20_DNA,Mammalia
X20_LINE,Mammalia
X21_DNA,Mammalia
X21_LINE,Mammalia
X22_DNA,Mammalia
X23_DNA,Mammalia
X24_DNA,Theria
X24_LINE,Mammalia
X25_DNA,Theria
X26_DNA,Theria
X27_DNA,Mammalia
X28_DNA,Mammalia
X29a_DNA,Mammalia
X29b_DNA,Mammalia
X2a_DNA,Mammalia
X2b_DNA,Mammalia
X2_LINE,Euteleostomi
X2_LR,Theria
X30_DNA,Theria
X31_DNA,Mammalia
X32_DNA,Mammalia
X33a_DNA,Mammalia
X34_DNA,Mammalia
X3_LINE,Mammalia
X3_LR,Theria
X4a_DNA,Theria
X4b_DNA,Theria
X4_LINE,Teleostomi
X4_LR,Eutheria
X5a_DNA,Theria
X5A_LINE,Euteleostomi
X5b_DNA,Theria
X5B_LINE,Euteleostomi
X6a_DNA,Theria
X6A_LINE,Euteleostomi
X6b_DNA,Theria
X6B_LINE,Euteleostomi
X7A_LINE,Euteleostomi
X7B_LINE,Euteleostomi
X7C_LINE,Euteleostomi
X7D_LINE,Euteleostomi
X7_DNA,Theria
X8_LINE,Euteleostomi
X9a_DNA,Theria
X9b_DNA,Theria
X9c_DNA,Theria
X9_LINE,Euteleostomi
ZAPHOD,Homo_sapiens
Zaphod3,Eutheria
ZOMBI,Eutheria
ZOMBI_A,Homo_sapiens
ZOMBI_B,Eutheria
ZOMBI_C,Eutheria
